
		Plnt	SLoc	Description	Matl Group	Material	MTyp	Material description	BUn	      Unrestricted	Value Unrestricted	Quality Inspection	Value in QualInsp.	           Blocked	Value BlockedStock	   Transit/Transf.	Val. in Trans./Tfr	           Returns	Value Rets Blocked	    Restricted-Use	  Value Restricted
		2000	8408	LUZ JPG VALENZU	39121409	401628	ZFNG	JUMPER WIRE #24 AWG MONOCHROMATIC 2C	ROL	            1.250	           875.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8408	LUZ JPG VALENZU	S417	401675	ZFNG	Span Clamp with hook lock	PC	               86	         2,754.83	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8408	LUZ JPG VALENZU	S417	401690	ZFNG	House Bracket with spiral hook	PC	              175	         3,605.86	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8408	LUZ JPG VALENZU	31160000	402162	ZFNG	MODIFIED RJ11 BOX MOD. CONNECTOR 2-PIN	PC	               46	         1,367.58	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8408	LUZ JPG VALENZU	26121633	402298	ZFNG	24/2C TWISTED COPPER DROPWIRE WM	ROL	            7.095	        30,297.85	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8408	LUZ JPG VALENZU	26121600	403014	ZFNG	Field Installable Connector APC/SC	PC	            6,668	       500,274.17	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8408	LUZ JPG VALENZU	26121600	403015	ZFNG	Field Access Terminal_OutdoorApplication	PC	               10	         1,740.85	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8408	LUZ JPG VALENZU	26121600	403016	ZFNG	Access Terminal Box for Indoor App	PC	            1,534	        33,999.41	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8408	LUZ JPG VALENZU	26121600	403019	ZFNG	FbrOpticPatchCord SC/APC PrePolish 3m(L)	PC	              129	         8,012.47	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8408	LUZ JPG VALENZU	S412	403027	ZFNG	Self Support Outdoor Fiber Drop Cable	ROL	          693.033	     1,597,915.69	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8408	LUZ JPG VALENZU	S422	403041	ZFNG	TCL HA868(60)T Basic Telset	PC	              219	        63,530.04	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8408	LUZ JPG VALENZU	S422	403119	ZFNG	ZLT G20 Wireless Landline	PC	                7	         6,230.06	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8408	LUZ JPG VALENZU	26121600	403260	ZFNG	Fujikura Conctr FIC SC/APC for Fiberdrop	PC	          819.700	       124,594.40	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8408	LUZ JPG VALENZU	31160000	403531	ZFNG	Fiberdrop Splice Enclosure	PC	               13	         3,488.39	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8408	LUZ JPG VALENZU	S213	506684	ZNVL	NVL_Huawei B525s-65a2 CA LTE Modem	PC	                3	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8408	LUZ JPG VALENZU	43221603	507469	ZNVL	NVL SPLTR ZT	PC	               19	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8408	LUZ JPG VALENZU	S213	507479	ZNVL	NVL LTE2C HT B535-932 Modem	PC	                1	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8411	VIS GOLD MAASIN	43222628	201870	ZBCG	Prolink H5004NK 4Ports w/WIFI Modem	PC	                2	         1,411.69	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8442	COS KWIKSET	S213	202153	ZBCG	FiberHome LTE Antenna 9DBi	PC	                2	         1,125.53	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8442	COS KWIKSET	S213	202212	ZBCG	Huawei B525s-65a2 CA LTE Modem	PC	               52	       252,600.82	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8442	COS KWIKSET	S211	202369	ZBCG	 BRACKET TELCOM 10FT	PC	               20	         7,920.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8442	COS KWIKSET	43222628	202470	ZBCG	DSL AZ 5029(1T1R) ADSL MODEM	UNT	                1	           685.01	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8442	COS KWIKSET	S213	202490	ZBCG	LTE2C HT B535-932 Modem	PC	                7	        27,262.19	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8442	COS KWIKSET	S207	504756	ZNVL	Prolink H5004NK 4Ports w/WIFI Modem-REF	PC	                1	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8442	COS KWIKSET	S207	505919	ZNVL	NVL_MODEM ADSL ZTE	PC	              157	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8442	COS KWIKSET	S213	506684	ZNVL	NVL_Huawei B525s-65a2 CA LTE Modem	PC	              292	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8442	COS KWIKSET	S207	506685	ZNVL	NVL_MODEM T AND W GAN4PT BB	PC	              190	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8442	COS KWIKSET	S331	507923	ZNVL	NVL_GPON FH AN5506-04FA modem only	PC	            1,671	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8442	COS KWIKSET	S331	507924	ZNVL	NVL_GPON HT HG8145V modem only	PC	              542	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8442	COS KWIKSET	S331	507925	ZNVL	NVL_GPON HT HG8145V5 Modem only	PC	            1,960	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S213	202153	ZBCG	FiberHome LTE Antenna 9DBi	PC	               61	        34,328.67	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S207	202265	ZBCG	TPLink DECO M5	PC	                2	         3,989.47	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S207	202286	ZBCG	MODEM T AND W GAN4PT BB	PC	               11	         8,453.45	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S211	202369	ZBCG	 BRACKET TELCOM 10FT	PC	               40	        15,840.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	39121006	202387	ZBCG	GPON Modem Adaptor 12Volts 2.5A	PC	               20	         8,418.51	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	39121006	202389	ZBCG	VDSL Modem Adaptor 12 Volts 1.5A	PC	                5	         1,496.21	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S331	202426	ZBCG	GPON HT HG8145V5 Modem	PC	              412	     1,451,851.02	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	43222628	202452	ZBCG	V35B ZT ZHXN H288A VDSL Modem	UNT	               11	        33,664.35	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	43222628	202470	ZBCG	DSL AZ 5029(1T1R) ADSL MODEM	UNT	                2	         1,370.01	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S213	202490	ZBCG	LTE2C HT B535-932 Modem	PC	               12	        46,735.18	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S331	202551	ZBCG	GPON FH HG6245D Modem	PC	              397	     1,381,565.82	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S331	202576	ZBCG	GPON HT HG8145X6 Modem	PC	              173	       699,752.13	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S331	202591	ZBCG	GPON FH HG6245D Modem IPOE	PC	              173	       603,181.13	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S324	325741	ZMCG	SIM LTE 128K BSS_OSS TriCut Post INNOVE	PC	               11	           803.08	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S324	325742	ZMCG	SIM WLL 128K BSS_OSS TriCut Post INNOVE	PC	                4	            33.78	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	39121409	401628	ZFNG	JUMPER WIRE #24 AWG MONOCHROMATIC 2C	ROL	            7.835	         5,484.50	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S417	401675	ZFNG	Span Clamp with hook lock	PC	            2,448	        78,416.57	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S417	401690	ZFNG	House Bracket with spiral hook	PC	        2,285.500	        47,092.59	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S421	401695	ZFNG	JACKETED WIRE TAPIN CLIP ( LOCAL )	PC	            3,104	         4,517.15	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	39121705	401737	ZFNG	POLE CLAMP-DEG W/ WELDED HOOKS(4-SIDES)	PC	               22	         7,329.27	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	31160000	402161	ZFNG	MINI-STATION PROTECTOR - W/ GEL	PC	              207	        17,779.45	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	31160000	402162	ZFNG	MODIFIED RJ11 BOX MOD. CONNECTOR 2-PIN	PC	              450	        13,378.50	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	26121633	402298	ZFNG	24/2C TWISTED COPPER DROPWIRE WM	ROL	            8.307	        35,473.47	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	26121600	403014	ZFNG	Field Installable Connector APC/SC	PC	            4,673	       350,597.06	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	26121600	403015	ZFNG	Field Access Terminal_OutdoorApplication	PC	              227	        39,517.40	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	26121600	403016	ZFNG	Access Terminal Box for Indoor App	PC	               36	           797.90	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	26121600	403019	ZFNG	FbrOpticPatchCord SC/APC PrePolish 3m(L)	PC	              468	        29,068.48	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	26121600	403020	ZFNG	Fiber Cable Plastic Clip (Outdoor)	PC	            2,040	         7,752.57	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	26121600	403024	ZFNG	Plastic Hole Bushing	PC	              180	           984.42	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S412	403027	ZFNG	Self Support Outdoor Fiber Drop Cable	ROL	        1,769.478	     4,079,858.61	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S422	403041	ZFNG	TCL HA868(60)T Basic Telset	PC	              246	        71,362.51	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S422	403119	ZFNG	ZLT G20 Wireless Landline	PC	                6	         5,340.05	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	26121600	403260	ZFNG	Fujikura Conctr FIC SC/APC for Fiberdrop	PC	            1,717	       260,984.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	26121600	403530	ZFNG	Fiberdrop Grommet/Stopper for GPON NAP	PC	               72	           716.03	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S207	506579	ZNVL	NVL_DN8245W VDSL35B HUAWEI MODEM	PC	                2	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S213	506684	ZNVL	NVL_Huawei B525s-65a2 CA LTE Modem	PC	                2	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	43222628	507233	ZNVL	NVL_V35B ZT ZHXN H288A VDSL Modem	UNT	                3	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	43221603	507469	ZNVL	NVL SPLTR ZT	PC	               30	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8446	LUZ JBD LIPA	S213	507479	ZNVL	NVL LTE2C HT B535-932 Modem	PC	                2	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8451	LUZ TOOLBOX PJ8	S331	202426	ZBCG	GPON HT HG8145V5 Modem	PC	               20	        70,478.20	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8451	LUZ TOOLBOX PJ8	S331	202576	ZBCG	GPON HT HG8145X6 Modem	PC	               64	       258,867.84	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8451	LUZ TOOLBOX PJ8	39121409	401628	ZFNG	JUMPER WIRE #24 AWG MONOCHROMATIC 2C	ROL	            1.845	         1,291.50	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8451	LUZ TOOLBOX PJ8	S417	401675	ZFNG	Span Clamp with hook lock	PC	                9	           288.30	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8451	LUZ TOOLBOX PJ8	S417	401690	ZFNG	House Bracket with spiral hook	PC	               60	         1,236.30	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8451	LUZ TOOLBOX PJ8	S421	401695	ZFNG	JACKETED WIRE TAPIN CLIP ( LOCAL )	PC	              400	           582.11	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8451	LUZ TOOLBOX PJ8	26121633	402298	ZFNG	24/2C TWISTED COPPER DROPWIRE WM	ROL	            3.700	        15,800.15	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8451	LUZ TOOLBOX PJ8	26121600	403012	ZFNG	Fiber Suspension Clamp	PC	            1,138	        12,304.58	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8451	LUZ TOOLBOX PJ8	26121600	403014	ZFNG	Field Installable Connector APC/SC	PC	              365	        27,384.53	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8451	LUZ TOOLBOX PJ8	26121600	403016	ZFNG	Access Terminal Box for Indoor App	PC	               74	         1,640.13	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8451	LUZ TOOLBOX PJ8	26121600	403020	ZFNG	Fiber Cable Plastic Clip (Outdoor)	PC	              241	           915.87	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8451	LUZ TOOLBOX PJ8	S412	403027	ZFNG	Self Support Outdoor Fiber Drop Cable	ROL	          368.696	       850,096.78	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8451	LUZ TOOLBOX PJ8	S422	403041	ZFNG	TCL HA868(60)T Basic Telset	PC	               86	        24,947.87	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8451	LUZ TOOLBOX PJ8	26121600	403260	ZFNG	Fujikura Conctr FIC SC/APC for Fiberdrop	PC	               26	         3,952.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8453	LUZ JCF Q.C.	S331	202426	ZBCG	GPON HT HG8145V5 Modem	PC	                1	         3,523.91	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8453	LUZ JCF Q.C.	S331	202576	ZBCG	GPON HT HG8145X6 Modem	PC	               39	       157,747.59	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8453	LUZ JCF Q.C.	S417	401675	ZFNG	Span Clamp with hook lock	PC	              117	         3,747.85	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8453	LUZ JCF Q.C.	S417	401690	ZFNG	House Bracket with spiral hook	PC	               70	         1,442.35	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8453	LUZ JCF Q.C.	26121600	403014	ZFNG	Field Installable Connector APC/SC	PC	              279	        20,932.29	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8453	LUZ JCF Q.C.	26121600	403015	ZFNG	Field Access Terminal_OutdoorApplication	PC	               61	        10,619.21	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8453	LUZ JCF Q.C.	26121600	403016	ZFNG	Access Terminal Box for Indoor App	PC	               28	           620.59	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8453	LUZ JCF Q.C.	26121600	403020	ZFNG	Fiber Cable Plastic Clip (Outdoor)	PC	               71	           269.82	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8453	LUZ JCF Q.C.	S412	403027	ZFNG	Self Support Outdoor Fiber Drop Cable	ROL	           40.078	        92,407.24	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8453	LUZ JCF Q.C.	S422	403041	ZFNG	TCL HA868(60)T Basic Telset	PC	               36	        10,443.29	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8453	LUZ JCF Q.C.	26121600	403260	ZFNG	Fujikura Conctr FIC SC/APC for Fiberdrop	PC	                1	           152.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8453	LUZ JCF Q.C.	26121600	403530	ZFNG	Fiberdrop Grommet/Stopper for GPON NAP	PC	              369	         3,669.66	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8458	LUZ ROVINGTECH I	S207	202265	ZBCG	TPLink DECO M5	PC	               83	       165,563.20	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8462	LUZ SKYWALKER QC	43222628	202452	ZBCG	V35B ZT ZHXN H288A VDSL Modem	UNT	                1	         3,060.40	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8462	LUZ SKYWALKER QC	S417	401675	ZFNG	Span Clamp with hook lock	PC	               87	         2,786.86	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8462	LUZ SKYWALKER QC	26121600	403014	ZFNG	Field Installable Connector APC/SC	PC	               61	         4,576.59	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8462	LUZ SKYWALKER QC	26121600	403015	ZFNG	Field Access Terminal_OutdoorApplication	PC	               83	        14,449.09	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8462	LUZ SKYWALKER QC	S412	403027	ZFNG	Self Support Outdoor Fiber Drop Cable	ROL	            4.725	        10,894.36	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	S207	202213	ZBCG	DN8245W VDSL35B HUAWEI MODEM	PC	                3	        14,117.86	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	S207	202265	ZBCG	TPLink DECO M5	PC	                6	        11,968.42	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	S207	202286	ZBCG	MODEM T AND W GAN4PT BB	PC	                3	         2,305.49	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	S331	202426	ZBCG	GPON HT HG8145V5 Modem	PC	              250	       880,977.56	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	43222628	202452	ZBCG	V35B ZT ZHXN H288A VDSL Modem	UNT	               28	        85,691.07	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	S213	202490	ZBCG	LTE2C HT B535-932 Modem	PC	                7	        27,262.19	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	S331	202576	ZBCG	GPON HT HG8145X6 Modem	PC	               55	       222,464.55	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	S324	325741	ZMCG	SIM LTE 128K BSS_OSS TriCut Post INNOVE	PC	                4	           292.03	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	S324	325742	ZMCG	SIM WLL 128K BSS_OSS TriCut Post INNOVE	PC	                4	            33.78	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	S417	401690	ZFNG	House Bracket with spiral hook	PC	              631	        13,001.72	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	31160000	402162	ZFNG	MODIFIED RJ11 BOX MOD. CONNECTOR 2-PIN	PC	                1	            29.73	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	26121633	402298	ZFNG	24/2C TWISTED COPPER DROPWIRE WM	ROL	            9.292	        39,679.72	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	26121600	403014	ZFNG	Field Installable Connector APC/SC	PC	            1,267	        95,058.09	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	26121600	403015	ZFNG	Field Access Terminal_OutdoorApplication	PC	              337	        58,666.80	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	26121600	403016	ZFNG	Access Terminal Box for Indoor App	PC	              209	         4,632.25	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	S412	403027	ZFNG	Self Support Outdoor Fiber Drop Cable	ROL	          200.764	       462,898.51	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	S422	403041	ZFNG	TCL HA868(60)T Basic Telset	PC	              105	        30,459.61	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	S422	403119	ZFNG	ZLT G20 Wireless Landline	PC	                1	           890.01	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	26121600	403260	ZFNG	Fujikura Conctr FIC SC/APC for Fiberdrop	PC	              257	        39,064.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	31160000	403302	ZFNG	J-House Bracket	PC	                6	            87.09	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	26121600	403530	ZFNG	Fiberdrop Grommet/Stopper for GPON NAP	PC	            1,522	        15,136.11	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8465	LUZ PHILKO QC	43221603	507469	ZNVL	NVL SPLTR ZT	PC	               24	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8466	LUZ TRANSBIO N.E	S211	202369	ZBCG	 BRACKET TELCOM 10FT	PC	                4	         1,584.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8466	LUZ TRANSBIO N.E	39121006	202391	ZBCG	ADSL ModemAdaptor4PORTS W/WIFI 12V 1.0A	PC	                9	         2,068.11	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8466	LUZ TRANSBIO N.E	S331	202426	ZBCG	GPON HT HG8145V5 Modem	PC	                2	         7,047.82	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8466	LUZ TRANSBIO N.E	S331	202576	ZBCG	GPON HT HG8145X6 Modem	PC	               99	       400,436.19	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8466	LUZ TRANSBIO N.E	S417	401675	ZFNG	Span Clamp with hook lock	PC	              182	         5,829.99	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8466	LUZ TRANSBIO N.E	S417	401690	ZFNG	House Bracket with spiral hook	PC	              354	         7,294.15	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8466	LUZ TRANSBIO N.E	S421	401695	ZFNG	JACKETED WIRE TAPIN CLIP ( LOCAL )	PC	          436.899	           635.81	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8466	LUZ TRANSBIO N.E	39121705	401737	ZFNG	POLE CLAMP-DEG W/ WELDED HOOKS(4-SIDES)	PC	               55	        18,323.17	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
		2000	8466	LUZ TRANSBIO N.E	31160000	402162	ZFNG	MODIFIED RJ11 BOX MOD. CONNECTOR 2-PIN	PC	                5	           148.65	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00	                0	             0.00
